zip_code,beds,baths,sqft,date,zip_median_price,sale_price
75002,5.0,6.0,4869.0,2016-12-31,280396.3608068549,1799000.0
75002,5.0,6.0,4922.0,2026-01-31,451913.1774388174,1850000.0
75002,5.0,6.0,5309.0,2020-12-31,326285.82287165464,2175000.0
75002,5.0,7.0,4540.0,2022-09-30,484129.62057428487,1450000.0
75002,5.0,7.0,4837.0,2017-09-30,294849.199135638,1400000.0
75002,5.0,7.0,6425.0,2020-12-31,326285.82287165464,1250000.0
75002,6.0,4.0,3011.0,2018-08-31,305056.0249736581,460000.0
75002,6.0,4.0,4341.0,2025-03-31,477489.7147595111,950000.0
75002,6.0,4.0,4500.0,2025-03-31,477489.7147595111,899500.0
75002,6.0,5.0,5835.0,2019-05-31,304499.7370389998,1350000.0
75002,6.0,7.0,5932.0,2023-01-31,472067.7685356738,1550000.0
75002,6.0,7.0,6505.0,2024-01-31,481132.82119687187,1795000.0
75002,6.0,8.0,6262.0,2023-08-31,481460.1516701283,2395000.0
75002,6.0,8.0,7265.0,2022-01-31,418671.7738453268,2924200.0
75002,6.0,9.0,6713.0,2017-04-30,287835.29456428805,1900000.0
75002,8.0,6.0,2989.0,2023-07-31,479572.35835115006,800000.0
75006,1.0,1.0,631.0,2021-09-30,291301.3650408709,129900.0
75006,1.0,1.0,685.0,2021-03-31,275511.84164689534,138000.0
75006,1.0,1.0,806.0,2022-05-31,342357.2450490648,156900.0
75006,2.0,1.0,768.0,2019-07-31,242618.40991390232,247500.0
75006,2.0,1.0,828.0,2017-08-31,219911.99180079115,200000.0
75006,2.0,1.0,872.0,2024-11-30,356570.6364767182,157000.0
75006,2.0,1.0,872.0,2021-05-31,284561.9211612307,189900.0
75006,2.0,1.0,919.0,2020-01-31,248140.61744053825,206000.0
75006,2.0,1.0,922.0,2019-11-30,244970.73271184656,176500.0
75006,2.0,1.0,922.0,2023-07-31,350692.84405537375,199900.0
75006,2.0,1.0,1104.0,2019-07-31,242618.40991390232,319950.0
75006,2.0,2.0,948.0,2020-07-31,250904.38691436817,200000.0
75006,2.0,2.0,1008.0,2015-04-30,164164.9741828095,195000.0
75006,2.0,2.0,1036.0,2019-08-31,242932.6616821039,189500.0
75006,2.0,2.0,1092.0,2025-06-30,342289.63939826813,242900.0
75006,2.0,2.0,1100.0,2023-12-31,355785.3587708923,275000.0
75006,2.0,2.0,1102.0,2025-02-28,352540.22979950346,214999.0
75006,2.0,2.0,1102.0,2019-04-30,242964.81059499888,235000.0
75006,2.0,2.0,1102.0,2022-10-31,351745.66695626586,252100.0
75006,2.0,2.0,1120.0,2024-09-30,358157.0265689373,225000.0
75006,2.0,2.0,1120.0,2016-04-30,190258.9014835296,245900.0
75006,2.0,2.0,1123.0,2023-03-31,346136.9342725051,239000.0
75006,2.0,2.0,1176.0,2017-07-31,218471.13963939832,249000.0
75006,2.0,2.0,1200.0,2017-04-30,212874.04512353256,220000.0
75006,2.0,2.0,1233.0,2018-10-31,239472.93970815613,265000.0
75006,2.0,2.0,1294.0,2019-10-31,243986.8618939836,170000.0
75006,2.0,2.0,1374.0,2020-04-30,252390.68983837063,254000.0
75006,2.0,2.0,1427.0,2018-03-31,231846.401720917,334900.0
75006,2.0,2.0,1480.0,2016-09-30,199371.4992404382,249900.0
75006,2.0,2.0,1578.0,2022-08-31,353535.79442076833,285000.0
